index,iteration,max_attempts,population,fitness,runtime
0,100,10,100,152.553873274657,1.1008610725402832
1,100,10,500,154.13199634612218,7.827467918395996
2,100,10,1000,153.77488316361288,15.54685091972351
3,100,25,100,152.4018919105438,1.5123388767242432
4,100,25,500,153.60987180758127,7.621706008911133
5,100,25,1000,153.4947319123722,15.4933602809906
6,100,50,100,151.0449150773925,1.5052824020385742
7,100,50,500,152.15288082501684,7.643711566925049
8,100,50,1000,155.2671468524312,15.523288011550903
9,200,10,100,151.60754386416698,1.465893268585205
10,200,10,500,155.47174302893694,13.33726191520691
11,200,10,1000,150.90545320568842,8.828808307647705
12,200,25,100,154.20279771951365,3.036194324493408
13,200,25,500,155.9728627677849,15.50502324104309
14,200,25,1000,156.08229825203964,30.958861589431763
15,200,50,100,154.83370516938015,3.0202338695526123
16,200,50,500,157.2129657763195,15.347404718399048
17,200,50,1000,155.89256441457158,31.02066659927368
18,300,10,100,149.53210070205972,0.8831973075866699
19,300,10,500,155.32900699839715,14.263412952423096
20,300,10,1000,153.29434619283722,11.451946258544922
21,300,25,100,154.31348138865002,2.7636468410491943
22,300,25,500,157.01137712392193,22.934910774230957
23,300,25,1000,157.11545843814022,46.47519302368164
24,300,50,100,155.11809625749865,4.529025554656982
25,300,50,500,157.3661800201061,22.93180775642395
26,300,50,1000,157.14709017954235,46.58753681182861
27,400,10,100,151.9051735813003,1.3903131484985352
28,400,10,500,143.36360660879137,2.5203163623809814
29,400,10,1000,149.64912037367077,9.97073483467102
30,400,25,100,153.5986864788287,3.015676498413086
31,400,25,500,157.50815609316905,30.43015718460083
32,400,25,1000,157.79043485474855,61.979071617126465
33,400,50,100,156.3527505089732,6.132117748260498
34,400,50,500,156.88344816604175,30.663241147994995
35,400,50,1000,157.54823632934722,61.996477365493774
36,500,10,100,153.0897269953067,2.1444804668426514
37,500,10,500,156.41980415950562,16.348148584365845
38,500,10,1000,152.34172179869614,10.380099058151245
39,500,25,100,154.59603880686132,3.1497244834899902
40,500,25,500,156.8963200189615,34.91929793357849
41,500,25,1000,157.07204332526214,45.32404685020447
42,500,50,100,157.30053360612922,7.607716083526611
43,500,50,500,157.69830021238994,38.12266254425049
44,500,50,1000,157.62734893454814,77.57054710388184
45,600,10,100,152.25017794879054,1.1502563953399658
46,600,10,500,154.1923324565115,7.233844041824341
47,600,10,1000,157.36932436717748,40.356677770614624
48,600,25,100,156.41721494777084,7.946787595748901
49,600,25,500,157.3610511556145,36.302149534225464
50,600,25,1000,157.4244920916359,88.4224841594696
51,600,50,100,155.96560858335235,8.943001985549927
52,600,50,500,157.73242753125132,45.10409617424011
53,600,50,1000,158.01009675592158,91.52548837661743
54,700,10,100,152.35233251353702,1.7203843593597412
55,700,10,500,154.82792505940452,9.959229230880737
56,700,10,1000,149.66417375198702,7.270627737045288
57,700,25,100,152.18117059264185,1.856414556503296
58,700,25,500,156.92344909252466,26.59195303916931
59,700,25,1000,158.34294724301,87.53159594535828
60,700,50,100,157.00594700989643,10.505351066589355
61,700,50,500,157.76629558310012,50.03820204734802
62,700,50,1000,157.6518401223381,78.12749028205872
63,800,10,100,137.89551262772864,0.30406713485717773
64,800,10,500,142.93138549590245,1.692378282546997
65,800,10,1000,145.76257781017895,4.479002237319946
66,800,25,100,154.57536385376903,4.6670448780059814
67,800,25,500,157.445969708658,38.540627241134644
68,800,25,1000,157.39075410738184,47.217570304870605
69,800,50,100,156.7263929013024,7.3756513595581055
70,800,50,500,156.77463781722457,36.59919333457947
71,800,50,1000,158.16432730136498,98.59638452529907
72,900,10,100,150.69602894991527,0.9392099380493164
73,900,10,500,151.1619063963179,3.842860460281372
74,900,10,1000,154.60039314547546,16.413674116134644
75,900,25,100,154.97023385599587,3.0826900005340576
76,900,25,500,157.54477420031708,27.132073640823364
77,900,25,1000,157.38540410218593,94.20408940315247
78,900,50,100,156.9395794431497,10.481346368789673
79,900,50,500,157.654529543524,67.31707000732422
80,900,50,1000,157.87991930945992,76.28007626533508
81,1000,10,100,152.44774925665635,1.991445779800415
82,1000,10,500,156.71212015449177,13.380995750427246
83,1000,10,1000,149.1006316060121,4.53301477432251
84,1000,25,100,151.79192275031016,1.701380729675293
85,1000,25,500,157.67376595070985,33.136417388916016
86,1000,25,1000,158.04946118667144,97.14774799346924
87,1000,50,100,157.23072487952783,14.908337116241455
88,1000,50,500,157.36723797495304,62.517996072769165
89,1000,50,1000,158.11167107779082,89.7640950679779
